item,itemLabel,peerageID,birth,death,floruit,prop,propLabel,value,valueLabel
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q12552047,lord
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q12552047,lord
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q9573,Pinerolo
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q9573,Pinerolo
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/entity/Q9573,Pinerolo
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/entity/Q9573,Pinerolo
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581097,male
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581097,male
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q1365386,Philip I of Piedmont
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q1365386,Philip I of Piedmont
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q55547825,Catherine de la Tour du Pin
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q55547825,Catherine de la Tour du Pin
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q113292341,Sibylle de Baux
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q113292341,Sibylle de Baux
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q133283445,Beatrice d'Este
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q133283445,Beatrice d'Este
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q70929029,Marguerite de Beaujeu
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q70929029,Marguerite de Beaujeu
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5,human
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5,human
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q1137546,"Amadeus, Prince of Achaea"
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q1137546,"Amadeus, Prince of Achaea"
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q1137558,Louis of Piedmont
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q1137558,Louis of Piedmont
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q3380046,Philip II of Piedmont
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1325-01-01T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q3380046,Philip II of Piedmont
http://www.wikidata.org/entity/Q1136844,James of Piedmont,p56822.htm#i568219,1315-01-24T00:00:00Z,1367-05-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P53,http://www.wikidata.org/prop/direct/P53,http://www.wikidata.org/entity/Q3951123,House of Savoy-Acaia
