item,itemLabel,peerageID,birth,death,floruit,prop,propLabel,value,valueLabel
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q2478141,aristocrat
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P119,http://www.wikidata.org/prop/direct/P119,http://www.wikidata.org/entity/Q3582244,Église Saint-Laon de Thouars
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q1841,Catholicism
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P18,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Margaret%20Stuart%20Dauphine%20of%20France.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Margaret%20Stuart%20Dauphine%20of%20France.jpg
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q203000,Perth
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/entity/Q47135,Châlons-en-Champagne
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581072,female
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P213,http://www.wikidata.org/prop/direct/P213,0000000381989852,0000000381989852
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P214,http://www.wikidata.org/prop/direct/P214,263056078,263056078
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q235234,James I of Scotland
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P244,http://www.wikidata.org/prop/direct/P244,n89669784,n89669784
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q241923,Joan Beaufort
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q8058,Louis XI of France
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q230791,Kingdom of Scotland
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q70972,Kingdom of France
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5,human
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P53,http://www.wikidata.org/prop/direct/P53,http://www.wikidata.org/entity/Q179840,House of Stuart
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P94,http://www.wikidata.org/prop/direct/P94,http://commons.wikimedia.org/wiki/Special:FilePath/Arms%20of%20the%20capetian%20dauphins%20du%20Viennois.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Arms%20of%20the%20capetian%20dauphins%20du%20Viennois.svg
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P97,http://www.wikidata.org/prop/direct/P97,http://www.wikidata.org/entity/Q3017059,Dauphine of France
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P97,http://www.wikidata.org/prop/direct/P97,http://www.wikidata.org/entity/Q863048,princess
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P1006,http://www.wikidata.org/prop/direct/P1006,164353895,164353895
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P10832,http://www.wikidata.org/prop/direct/P10832,E39PBJB8vHwYkxQfBcx373GT73,E39PBJB8vHwYkxQfBcx373GT73
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P10864,http://www.wikidata.org/prop/direct/P10864,58822,58822
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P11493,http://www.wikidata.org/prop/direct/P11493,Q231230,Q231230
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P1185,http://www.wikidata.org/prop/direct/P1185,114275,114275
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P1196,http://www.wikidata.org/prop/direct/P1196,http://www.wikidata.org/entity/Q3739104,natural causes
http://www.wikidata.org/entity/Q254085,"Margaret Stewart, Dauphine of France",p10533.htm#i105325,1425-01-03T00:00:00Z,1445-08-25T00:00:00Z,,http://www.wikidata.org/prop/direct/P12749,http://www.wikidata.org/prop/direct/P12749,Q104523,Q104523
