item,itemLabel,peerageID,birth,death,floruit,prop,propLabel,value,valueLabel
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581097,male
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5,human
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q75320177,Catherine Berkeley
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P2949,http://www.wikidata.org/prop/direct/P2949,Berkeley-553,Berkeley-553
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P4638,http://www.wikidata.org/prop/direct/P4638,p6082.htm#i60814,p6082.htm#i60814
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P511,http://www.wikidata.org/prop/direct/P511,http://www.wikidata.org/entity/Q209690,Sir
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P570,http://www.wikidata.org/prop/direct/P570,1474-01-01T00:00:00Z,1474-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75320179,Sir Maurice Berkeley,p6082.htm#i60814,,1474-01-01T00:00:00Z,,http://www.wikidata.org/prop/direct/P734,http://www.wikidata.org/prop/direct/P734,http://www.wikidata.org/entity/Q16479912,Berkeley
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581072,female
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q75320190,John Fauntleroy
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q110438916,Joan Walsh
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q5345478,"Edward Stourton, 6th Baron Stourton"
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5,human
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q16847609,"William Stourton, 7th Baron Stourton"
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q75320191,Roger Stourton
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q75320194,Christopher Stourton
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q76277175,Mary Stourton
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q76277177,Peter Stourton
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P1819,http://www.wikidata.org/prop/direct/P1819,I00139090,I00139090
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P2949,http://www.wikidata.org/prop/direct/P2949,Fauntleroy-28,Fauntleroy-28
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P4638,http://www.wikidata.org/prop/direct/P4638,p6082.htm#i60820,p6082.htm#i60820
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P569,http://www.wikidata.org/prop/direct/P569,1467-01-01T00:00:00Z,1467-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75320188,Agnes Fauntleroy,p6082.htm#i60820,1467-01-01T00:00:00Z,,,http://www.wikidata.org/prop/direct/P735,http://www.wikidata.org/prop/direct/P735,http://www.wikidata.org/entity/Q394431,Agnes
