item
http://www.wikidata.org/entity/Q1000874
http://www.wikidata.org/entity/Q100153759
http://www.wikidata.org/entity/Q100153763
http://www.wikidata.org/entity/Q1002546
http://www.wikidata.org/entity/Q100397
http://www.wikidata.org/entity/Q100421
http://www.wikidata.org/entity/Q100474
http://www.wikidata.org/entity/Q100590
http://www.wikidata.org/entity/Q100723
http://www.wikidata.org/entity/Q100891
http://www.wikidata.org/entity/Q100891
http://www.wikidata.org/entity/Q100891
http://www.wikidata.org/entity/Q100891
http://www.wikidata.org/entity/Q100899784
http://www.wikidata.org/entity/Q100906
http://www.wikidata.org/entity/Q1010317
http://www.wikidata.org/entity/Q1010336
http://www.wikidata.org/entity/Q1010351
http://www.wikidata.org/entity/Q1010767
http://www.wikidata.org/entity/Q101342373
http://www.wikidata.org/entity/Q101384
http://www.wikidata.org/entity/Q101419
http://www.wikidata.org/entity/Q101509551
http://www.wikidata.org/entity/Q101509555
http://www.wikidata.org/entity/Q101523542
http://www.wikidata.org/entity/Q101574
http://www.wikidata.org/entity/Q1019325
http://www.wikidata.org/entity/Q102005
http://www.wikidata.org/entity/Q102005
http://www.wikidata.org/entity/Q102005
http://www.wikidata.org/entity/Q102005
http://www.wikidata.org/entity/Q102005
http://www.wikidata.org/entity/Q102042
http://www.wikidata.org/entity/Q102134
http://www.wikidata.org/entity/Q102134
http://www.wikidata.org/entity/Q102140
http://www.wikidata.org/entity/Q102193838
http://www.wikidata.org/entity/Q102227276
http://www.wikidata.org/entity/Q102322
http://www.wikidata.org/entity/Q102516
http://www.wikidata.org/entity/Q102529
http://www.wikidata.org/entity/Q10263836
http://www.wikidata.org/entity/Q10288512
http://www.wikidata.org/entity/Q10288512
http://www.wikidata.org/entity/Q10292670
http://www.wikidata.org/entity/Q10294773
http://www.wikidata.org/entity/Q10294773
http://www.wikidata.org/entity/Q10296409
http://www.wikidata.org/entity/Q10298765
http://www.wikidata.org/entity/Q10312461
http://www.wikidata.org/entity/Q10317421
http://www.wikidata.org/entity/Q1031944
http://www.wikidata.org/entity/Q1031976
http://www.wikidata.org/entity/Q1032263
http://www.wikidata.org/entity/Q10326841
http://www.wikidata.org/entity/Q103341
http://www.wikidata.org/entity/Q1034017
http://www.wikidata.org/entity/Q10343625
http://www.wikidata.org/entity/Q10347657
http://www.wikidata.org/entity/Q103556
http://www.wikidata.org/entity/Q10357576
http://www.wikidata.org/entity/Q10357576
http://www.wikidata.org/entity/Q10357576
http://www.wikidata.org/entity/Q10357576
http://www.wikidata.org/entity/Q10358950
http://www.wikidata.org/entity/Q10365178
http://www.wikidata.org/entity/Q1036526
http://www.wikidata.org/entity/Q10366258
http://www.wikidata.org/entity/Q10366258
http://www.wikidata.org/entity/Q10366258
http://www.wikidata.org/entity/Q10366258
http://www.wikidata.org/entity/Q10366258
http://www.wikidata.org/entity/Q10366258
http://www.wikidata.org/entity/Q10367509
http://www.wikidata.org/entity/Q10367517
http://www.wikidata.org/entity/Q103697
http://www.wikidata.org/entity/Q10380888
http://www.wikidata.org/entity/Q10388281
http://www.wikidata.org/entity/Q103970
http://www.wikidata.org/entity/Q103970
http://www.wikidata.org/entity/Q1039915
http://www.wikidata.org/entity/Q104038746
http://www.wikidata.org/entity/Q104038749
http://www.wikidata.org/entity/Q104038765
http://www.wikidata.org/entity/Q104097704
http://www.wikidata.org/entity/Q104100
http://www.wikidata.org/entity/Q104112
http://www.wikidata.org/entity/Q104131
http://www.wikidata.org/entity/Q104171
http://www.wikidata.org/entity/Q1042344
http://www.wikidata.org/entity/Q104473461
http://www.wikidata.org/entity/Q104473749
http://www.wikidata.org/entity/Q104806
http://www.wikidata.org/entity/Q105020
http://www.wikidata.org/entity/Q105105
http://www.wikidata.org/entity/Q1051082
http://www.wikidata.org/entity/Q1052410
